,CID,DATE,STATUS,N_CR_ABM,N_CR_BRCH,N_CR_CHQ,N_CR_EFT,N_CR_MOBILE,N_CR_ONLINE,N_CR_OTHER,N_CR_PE,N_CR_POS,N_DB_ABM,N_DB_BRCH,N_DB_CHQ,N_DB_EFT,N_DB_MOBILE,N_DB_ONLINE,N_DB_OTHER,N_DB_PE,N_DB_POS,V_CR_ABM,V_CR_BRCH,V_CR_CHQ,V_CR_EFT,V_CR_MOBILE,V_CR_ONLINE,V_CR_OTHER,V_CR_PE,V_CR_POS,V_DB_ABM,V_DB_BRCH,V_DB_CHQ,V_DB_EFT,V_DB_MOBILE,V_DB_ONLINE,V_DB_OTHER,V_DB_PE,V_DB_POS
820,133713,1485846000.0,0,2,1,0,10,6,0,0,4,15,3,0,1,12,12,0,0,4,42,330.0,90.0,0,7775.9,902.78,0.0,0.0,896.82,377.86,240.0,0.0,250.0,4615.32,1805.56,0.0,0.0,896.82,1060.34
821,133713,1488265200.0,0,3,0,0,10,11,0,0,4,20,5,0,0,10,24,0,0,4,48,2200.0,0.0,0,7689.48,2044.12,0.0,0.0,891.5,657.18,600.0,0.0,0.0,4407.58,4709.04,0.0,0.0,891.5,1602.64
822,133713,1490940000.0,0,4,0,0,13,6,0,0,4,26,8,0,0,14,13,0,0,4,65,1295.54,0.0,0,8450.21,877.16,0.0,0.0,889.52,968.96,993.5,0.0,0.0,5303.34,2412.16,0.0,0.0,889.52,2404.34
823,133713,1493532000.0,0,1,0,0,7,6,0,0,4,20,1,0,1,9,14,0,0,4,47,1000.0,0.0,0,6941.47,801.1,0.0,0.0,892.77,749.69,200.0,0.0,50.0,4141.92,2231.52,0.0,0.0,892.77,1737.9
824,133713,1496210400.0,0,0,0,0,8,6,0,0,4,29,0,0,0,9,12,0,0,4,72,0.0,0.0,0,7021.48,826.0,0.0,0.0,895.26,813.84,0.0,0.0,0.0,4141.92,1652.0,0.0,0.0,895.26,2272.8
825,133713,1498802400.0,0,1,0,0,13,3,3,0,4,12,3,0,0,10,6,11,0,4,34,104.5,0.0,0,8028.43,639.0,309.0,0.0,895.56,564.96,209.0,0.0,0.0,4230.03,1278.0,1649.0,0.0,895.56,1546.0
826,133713,1501480800.0,0,3,0,0,8,0,4,0,4,26,7,0,0,9,0,15,0,4,62,664.0,0.0,0,12168.04,0.0,614.53,0.0,895.61,777.5,928.0,0.0,0.0,4113.92,0.0,3171.06,0.0,895.61,2264.78
827,133713,1504159200.0,0,3,0,0,6,1,4,0,4,35,7,0,0,8,0,12,0,4,82,703.93,0.0,0,5964.97,200.0,483.19,0.0,885.14,1412.64,1408.43,0.0,0.0,2426.66,0.0,1841.38,0.0,885.14,3337.8
828,133713,1506751200.0,0,3,0,0,5,0,5,0,4,30,6,0,0,6,0,13,0,4,82,354.65,0.0,0,7489.22,0.0,669.71,0.0,889.23,1133.71,669.3,0.0,0.0,4156.82,0.0,2066.38,0.0,889.23,2867.53
829,133713,1509429600.0,0,2,0,0,6,1,4,0,4,9,4,0,0,7,1,12,0,4,36,479.9,0.0,0,7768.18,70.0,514.52,0.0,894.92,386.34,483.15,0.0,0.0,4347.82,150.0,2129.04,0.0,894.92,1470.24
830,133713,1512025200.0,0,2,0,0,5,4,3,0,4,16,2,0,0,7,0,8,1,4,42,400.0,0.0,0,7553.26,260.0,453.22,0.0,896.89,340.52,400.0,0.0,0.0,4231.9,0.0,1696.4,51.12,896.89,1013.24
831,133713,1514703600.0,0,4,0,0,6,0,8,0,4,22,3,0,0,8,0,20,0,4,70,660.0,0.0,0,7608.8,0.0,1050.23,0.0,887.24,608.29,140.0,0.0,0.0,4080.02,0.0,2980.46,0.0,887.24,1930.31
832,133713,1517382000.0,0,0,0,0,8,0,6,0,4,8,0,0,0,9,0,13,0,4,24,0.0,0.0,0,7203.47,0.0,807.22,0.0,893.73,411.56,0.0,0.0,0.0,4151.29,0.0,1914.44,0.0,893.73,1061.84
833,133713,1519801200.0,0,1,0,0,9,4,5,0,4,23,3,0,0,8,7,14,0,4,63,103.45,0.0,0,6933.61,374.07,444.41,0.0,892.45,763.75,206.9,0.0,0.0,4031.25,916.97,1398.08,0.0,892.45,1996.28
834,133713,1522476000.0,0,2,0,0,7,1,7,0,4,29,2,0,0,9,0,17,0,4,66,295.57,0.0,0,6983.77,60.0,923.16,0.0,895.52,898.37,160.0,0.0,0.0,4083.47,0.0,2214.89,0.0,895.52,2069.01
835,133713,1525068000.0,0,0,0,0,7,0,7,0,4,14,3,0,0,9,0,19,1,4,35,0.0,0.0,0,7273.84,0.0,1133.66,0.0,898.07,470.3,204.5,0.0,0.0,4078.99,0.0,2697.32,40.0,898.07,1269.41
836,133713,1527746400.0,0,1,0,0,8,1,11,0,4,29,3,0,0,9,0,25,0,4,68,4500.0,0.0,0,7541.11,260.0,2347.34,0.0,889.1,1040.41,304.5,0.0,0.0,4258.98,0.0,7096.97,0.0,889.1,2426.86
837,133713,1530338400.0,0,1,0,0,8,5,2,0,4,29,3,0,0,9,8,5,0,4,68,104.5,0.0,0,7123.87,680.0,268.23,0.0,895.5,915.89,209.0,0.0,0.0,4150.97,1660.0,636.46,0.0,895.5,2125.53
838,133713,1533016800.0,0,2,0,0,7,6,1,0,4,24,3,0,0,9,13,2,0,4,60,222.67,0.0,0,12258.2,593.0,259.0,0.0,898.97,579.6,580.0,0.0,0.0,4284.98,3108.0,518.0,0.0,898.97,1941.31
839,133713,1535695200.0,0,3,0,0,8,4,4,0,4,43,3,0,0,9,11,6,0,4,100,1038.75,0.0,0,6551.1,675.0,447.92,0.0,885.26,1491.64,220.0,0.0,0.0,2972.99,2250.0,1170.92,0.0,885.26,3379.89
840,133713,1538287200.0,0,1,0,0,6,4,4,0,4,26,2,0,0,9,9,9,0,4,75,100.0,0.0,0,7577.75,695.39,425.0,0.0,890.19,641.56,200.0,0.0,0.0,4338.79,1515.78,975.0,0.0,890.19,2210.32
841,133717,1461996000.0,0,0,0,0,0,0,3,0,3,0,1,0,0,8,0,3,0,3,41,0.0,0.0,0,0.0,0.0,6100.0,0.0,2229.62,0.0,60.0,0.0,0.0,1013.93,0.0,1389.41,0.0,2229.62,1960.03
842,133717,1464674400.0,0,0,0,0,0,0,3,0,3,0,0,0,0,11,0,4,2,3,35,0.0,0.0,0,0.0,0.0,6050.0,0.0,2229.62,0.0,0.0,0.0,0.0,1994.52,0.0,1015.25,188.25,2229.62,1228.36
843,133717,1467266400.0,0,0,0,0,0,0,4,0,1,0,2,0,0,10,0,3,1,1,21,0.0,0.0,0,0.0,0.0,6300.0,0.0,1572.6,0.0,24.5,0.0,0.0,1607.83,0.0,445.69,96.95,1572.6,1656.47
844,133717,1469944800.0,0,0,0,0,0,0,2,0,1,0,5,0,1,10,0,4,1,1,34,0.0,0.0,0,0.0,0.0,4100.0,0.0,1572.6,0.0,209.0,0.0,445.0,1248.46,0.0,1009.49,132.85,1572.6,2644.82
845,133717,1472623200.0,0,0,2,0,0,0,2,1,1,0,0,2,0,11,0,1,1,1,45,0.0,972.0,0,0.0,0.0,6000.0,5000.0,1572.6,0.0,0.0,881.0,0.0,2101.78,0.0,1000.0,107.35,1572.6,2466.9
846,133717,1475215200.0,0,0,1,0,1,0,6,0,1,0,2,1,2,9,0,7,0,1,79,0.0,580.0,0,279.2,0.0,6600.0,0.0,1572.6,0.0,43.75,580.0,680.0,1347.79,0.0,2006.59,0.0,1572.6,3603.06
847,133717,1477893600.0,0,0,0,0,0,0,3,0,1,0,1,0,1,9,0,4,1,1,53,0.0,0.0,0,0.0,0.0,6225.0,0.0,1572.6,0.0,40.0,0.0,49.0,1370.77,0.0,1564.0,102.84,1572.6,2812.35
848,133717,1480489200.0,0,0,1,0,0,0,5,0,1,0,7,0,0,9,0,6,0,1,59,0.0,6.61,0,0.0,0.0,12325.0,0.0,1572.6,0.0,151.25,0.0,0.0,1335.35,0.0,2207.51,0.0,1572.6,3956.46
849,133717,1483167600.0,0,0,0,0,0,0,2,0,1,0,2,0,0,8,0,1,2,1,69,0.0,0.0,0,0.0,0.0,6250.0,0.0,1572.6,0.0,23.75,0.0,0.0,918.62,0.0,250.0,348.55,1572.6,3803.05
850,133717,1485846000.0,0,0,1,0,3,0,1,0,1,0,4,1,1,22,0,4,6,1,42,0.0,1400.0,0,3092.88,0.0,6000.0,0.0,1572.6,0.0,424.5,1400.0,37.35,2874.28,0.0,2345.38,564.33,1572.6,2768.92
851,133717,1488265200.0,0,0,1,0,3,0,5,1,1,0,3,0,0,21,0,5,11,1,76,0.0,600.0,0,3092.88,0.0,6400.0,500.0,1572.6,0.0,344.5,0.0,0.0,2438.1,0.0,1600.0,1536.45,1572.6,3769.31
852,133717,1490940000.0,0,0,1,0,3,0,5,0,1,0,4,0,0,21,0,5,6,1,84,0.0,600.0,0,3092.88,0.0,12360.0,0.0,1572.6,0.0,368.25,0.0,0.0,2434.8,0.0,3210.0,606.39,1572.6,3386.06
853,133717,1493532000.0,0,0,2,0,3,0,7,1,1,0,10,0,0,19,0,10,6,1,83,0.0,1200.0,0,3092.88,0.0,6600.0,314.0,1572.6,0.0,660.5,0.0,0.0,1879.41,0.0,2703.87,894.89,1572.6,3249.45
854,133717,1496210400.0,0,0,0,0,3,0,2,1,3,0,6,1,0,21,0,2,8,3,85,0.0,0.0,0,3092.88,0.0,6200.0,5000.0,2949.28,0.0,573.0,1224.66,0.0,2726.83,0.0,1400.0,510.85,2949.28,4809.9
855,133717,1498802400.0,0,0,2,0,3,0,5,2,2,0,18,0,0,21,0,5,6,2,68,0.0,3795.76,0,3092.88,0.0,3400.0,1220.0,1376.68,0.0,3037.5,0.0,0.0,2608.95,0.0,700.46,1909.76,1376.68,3707.92
856,133717,1501480800.0,0,0,2,0,3,0,3,0,2,1,9,0,0,20,0,1,5,2,68,0.0,1200.0,0,3092.88,0.0,6550.0,0.0,1376.68,33.5,918.0,0.0,0.0,2337.25,0.0,150.0,587.21,1376.68,5816.52
857,133717,1504159200.0,0,0,0,0,3,0,4,1,3,0,7,0,0,20,0,6,8,3,67,0.0,0.0,0,3092.88,0.0,5800.0,300.0,2065.02,0.0,753.5,0.0,0.0,2308.98,0.0,1330.45,776.75,2065.02,4612.49
858,133717,1506751200.0,0,0,1,0,3,0,7,0,1,0,6,2,0,19,0,4,6,1,92,0.0,600.0,0,3092.88,0.0,6850.0,0.0,688.34,0.0,813.5,750.0,0.0,1943.57,0.0,450.0,643.44,688.34,4530.08
859,133717,1509429600.0,0,0,1,0,3,0,8,0,3,0,10,0,2,21,0,8,3,3,100,0.0,600.0,0,3092.88,0.0,8330.0,0.0,2065.02,0.0,1101.0,0.0,871.56,2764.39,0.0,1690.17,227.73,2065.02,3615.22
860,133717,1512025200.0,0,0,2,0,3,0,7,1,2,1,11,0,0,21,0,4,13,2,63,0.0,900.0,0,3092.88,0.0,5376.0,600.0,1376.68,104.59,461.0,0.0,0.0,2676.81,0.0,376.0,2049.54,1376.68,3645.57
861,133717,1514703600.0,0,0,1,0,4,0,7,2,2,0,10,1,0,19,0,7,6,2,116,0.0,600.0,0,3097.24,0.0,7340.0,2400.0,1376.68,0.0,1042.0,350.0,0.0,1928.56,0.0,876.35,2989.68,1376.68,4323.79
862,133717,1517382000.0,0,0,1,0,4,0,5,0,3,0,4,0,0,22,0,3,4,3,64,0.0,600.0,0,3136.89,0.0,6300.0,0.0,2065.02,0.0,349.0,0.0,0.0,2941.23,0.0,300.0,559.43,2065.02,2664.76
863,133717,1519801200.0,0,0,2,0,4,0,6,0,2,0,4,0,0,21,0,6,8,2,75,0.0,1200.0,0,3136.89,0.0,9320.0,0.0,1376.68,0.0,429.0,0.0,0.0,2523.69,0.0,1248.04,771.17,1376.68,4893.55
864,133717,1522476000.0,0,0,0,0,5,0,7,0,2,0,4,1,0,20,0,6,4,2,103,0.0,0.0,0,5534.69,0.0,6500.0,0.0,1376.68,0.0,149.0,2751.2,0.0,2079.28,0.0,895.97,636.16,1376.68,3712.05
865,133717,1525068000.0,0,0,1,0,4,0,4,0,2,0,6,1,0,22,0,4,3,2,62,0.0,600.0,0,3136.89,0.0,6130.0,0.0,1376.68,0.0,552.75,3000.0,0.0,2898.86,0.0,787.35,592.67,1376.68,2379.62
866,133717,1527746400.0,0,0,0,0,4,0,5,0,2,1,4,1,0,22,0,3,3,2,72,0.0,0.0,0,3136.89,0.0,6370.0,0.0,1376.68,18.89,269.0,300.0,0.0,2773.01,0.0,370.0,1062.19,1376.68,3414.17
867,133717,1530338400.0,0,0,2,0,4,0,4,0,2,0,10,3,0,20,0,5,4,2,68,0.0,923.52,0,3136.89,0.0,6210.0,0.0,1376.68,0.0,943.0,528.84,0.0,2027.26,0.0,1127.67,1540.79,1376.68,2599.27
868,133717,1533016800.0,0,0,1,0,4,0,2,0,2,0,2,0,0,21,0,0,2,2,64,0.0,600.0,0,3136.89,0.0,6000.0,0.0,1376.68,0.0,64.5,0.0,0.0,2899.67,0.0,0.0,1064.1,1376.68,3026.7
869,133717,1535695200.0,0,0,1,0,4,0,3,0,3,0,0,1,0,20,0,4,4,3,88,0.0,194.49,0,3136.89,0.0,6150.0,0.0,2065.02,0.0,0.0,194.0,0.0,2442.05,0.0,1041.55,1117.4,2065.02,5168.01
870,133717,1538287200.0,0,0,1,0,4,0,4,0,2,0,6,1,2,19,0,1,2,2,103,0.0,600.0,0,3136.89,0.0,9120.0,0.0,1376.68,0.0,589.0,600.0,1020.0,1968.34,0.0,120.0,77.76,1376.68,5400.83
871,133717,1540965600.0,0,0,1,0,4,0,4,0,2,0,0,1,7,21,0,2,2,2,82,0.0,218.94,0,3136.89,0.0,6200.0,0.0,1376.68,0.0,0.0,218.0,1702.64,2885.11,0.0,200.0,66.07,1376.68,3716.26
872,133717,1543561200.0,0,0,7,0,6,0,4,2,3,3,6,2,1,29,0,4,3,3,115,0.0,9100.0,0,5432.78,0.0,6300.0,1200.0,2065.02,191.08,509.0,6000.0,1000.0,3906.15,0.0,1102.8,1209.09,2065.02,6540.88
873,133717,1546239600.0,0,0,2,0,4,0,5,0,2,0,7,3,1,20,0,6,1,2,79,0.0,4304.64,0,3136.89,0.0,9300.0,0.0,1376.68,0.0,592.75,3766.0,1000.0,2468.51,0.0,1252.89,1.35,1376.68,4680.29
874,133717,1548918000.0,0,0,2,0,4,0,3,0,2,0,1,2,2,20,0,2,2,2,83,0.0,219.0,0,3211.57,0.0,3250.0,0.0,1376.68,0.0,100.0,1220.0,1147.0,2435.7,0.0,250.0,48.17,1376.68,3712.6
875,133717,1551337200.0,0,0,0,0,4,1,4,0,3,0,4,0,0,21,0,3,2,3,70,0.0,0.0,0,3211.57,600.0,9150.0,0.0,2065.02,0.0,604.5,0.0,0.0,2623.64,0.0,955.73,39.4,2065.02,3121.72
876,133772,1461996000.0,0,0,0,0,2,0,1,0,5,0,4,0,3,14,1,2,0,5,87,0.0,0.0,0,6774.08,0.0,1000.0,0.0,657.25,0.0,604.5,0.0,253.28,2798.7,50.0,2000.0,0.0,657.25,3285.34
877,133772,1464674400.0,0,2,0,0,4,4,0,0,5,1,5,0,1,15,5,6,0,5,93,923.73,0.0,0,7167.13,2813.58,0.0,0.0,674.66,3.94,488.0,0.0,20.0,3222.3,2321.26,1002.35,0.0,674.66,5013.69
878,133772,1467266400.0,0,2,0,0,5,1,0,0,5,0,3,0,1,14,1,0,0,5,95,467.46,0.0,0,9464.14,20.0,0.0,0.0,657.25,0.0,264.0,0.0,6.0,2798.7,50.0,0.0,0.0,657.25,3679.17
879,133772,1469944800.0,0,0,0,0,5,0,0,0,6,0,2,0,0,17,0,7,0,6,71,0.0,0.0,0,7458.95,0.0,0.0,0.0,962.97,0.0,360.0,0.0,0.0,3192.3,0.0,1116.43,0.0,962.97,3241.67
880,133772,1472623200.0,0,0,0,0,4,2,0,0,5,1,3,0,0,15,0,2,0,5,86,0.0,0.0,0,6551.55,75.0,0.0,0.0,657.25,31.49,380.0,0.0,0.0,3222.3,0.0,110.0,0.0,657.25,2845.99
881,133772,1475215200.0,0,0,0,0,7,0,0,0,5,0,5,0,3,16,2,0,0,5,68,0.0,0.0,0,6606.43,0.0,0.0,0.0,657.25,0.0,143.4,0.0,267.85,2980.5,300.0,0.0,0.0,657.25,2291.28
882,133772,1477893600.0,0,2,0,0,5,5,0,0,5,0,4,0,3,14,2,6,0,5,94,52.5,0.0,0,6919.05,1655.0,0.0,0.0,657.24,0.0,524.0,0.0,416.71,1201.78,210.0,1787.56,0.0,657.24,4207.96
883,133772,1480489200.0,0,0,0,0,3,11,0,0,6,0,2,0,1,15,8,1,0,6,72,0.0,0.0,0,5909.13,2397.0,0.0,0.0,674.66,0.0,280.0,0.0,162.5,2875.22,1562.71,180.0,0.0,674.66,3037.41
884,133772,1483167600.0,0,2,0,0,5,8,0,0,6,0,1,0,1,18,8,0,0,6,97,455.0,0.0,0,11793.75,380.0,0.0,0.0,962.97,0.0,240.0,0.0,130.0,3281.6,1035.81,0.0,0.0,962.97,3828.46
885,133772,1485846000.0,0,0,0,0,3,5,2,0,5,1,2,0,3,17,2,8,0,5,87,0.0,0.0,0,6926.55,900.0,280.0,0.0,657.24,20.84,220.0,0.0,194.08,3398.83,500.0,1281.87,0.0,657.24,4038.6
886,133772,1488265200.0,0,0,0,0,4,5,0,0,5,1,5,0,1,16,4,0,0,5,82,0.0,0.0,0,8369.33,1174.0,0.0,0.0,657.24,31.48,448.5,0.0,97.5,2870.09,457.99,0.0,0.0,657.24,3894.35
887,133772,1490940000.0,0,0,0,0,3,7,0,0,5,0,7,0,2,16,6,6,0,5,81,0.0,0.0,0,7060.17,1330.0,0.0,0.0,657.24,0.0,392.0,0.0,150.98,2906.89,1067.59,792.67,0.0,657.24,3860.83
888,133772,1493532000.0,0,0,0,0,4,6,0,0,5,0,3,0,1,15,2,1,0,5,109,0.0,0.0,0,6949.09,2236.47,0.0,0.0,657.24,0.0,364.0,0.0,130.0,2814.47,600.0,60.0,0.0,657.24,5151.47
889,133772,1496210400.0,0,1,0,0,4,6,0,1,6,0,5,0,3,16,1,5,1,6,104,200.0,0.0,0,7232.91,2671.51,0.0,20.0,674.66,0.0,504.0,0.0,696.94,3238.07,61.05,1449.79,20.0,674.66,3558.49
890,133772,1498802400.0,0,1,0,0,4,7,0,0,6,2,3,0,4,20,4,8,0,6,91,3359.33,0.0,0,11349.17,3337.22,0.0,0.0,962.97,283.48,204.0,0.0,350.98,4233.39,3148.93,1368.34,0.0,962.97,4656.98
891,133772,1501480800.0,0,2,0,0,3,5,0,0,5,0,3,0,0,17,5,9,0,5,108,880.0,0.0,0,7470.81,2780.0,0.0,0.0,657.73,0.0,520.0,0.0,0.0,3225.93,1502.5,926.05,0.0,657.73,5336.5
892,133772,1504159200.0,0,0,0,0,3,5,2,1,5,0,1,0,0,15,5,10,0,5,91,0.0,0.0,0,8014.96,1309.75,360.0,40.0,658.37,0.0,340.0,0.0,0.0,3045.7,794.84,1608.45,0.0,658.37,4995.36
893,133772,1506751200.0,0,0,0,0,3,1,0,0,5,0,2,0,2,15,1,0,0,5,96,0.0,0.0,0,8478.43,800.0,0.0,0.0,658.86,0.0,204.5,0.0,185.6,3419.71,21.61,0.0,0.0,658.86,4563.48
894,133772,1509429600.0,0,2,0,0,4,4,0,0,5,0,2,0,1,16,16,0,2,5,95,2680.0,0.0,0,8430.31,1930.0,0.0,0.0,680.38,0.0,104.5,0.0,55.55,4281.38,3935.09,0.0,335.75,680.38,4698.1
895,133772,1512025200.0,0,1,0,0,6,2,0,1,5,0,0,0,0,13,9,0,2,5,80,90.0,0.0,0,8455.32,1625.75,0.0,40.0,661.84,0.0,0.0,0.0,0.0,3174.12,1458.0,0.0,239.3,661.84,4622.81
896,133772,1514703600.0,0,1,0,0,5,2,0,0,6,0,0,0,0,17,1,6,3,6,99,565.0,0.0,0,12424.26,855.0,0.0,0.0,967.56,0.0,0.0,0.0,0.0,4031.69,150.0,1073.26,264.05,967.56,4425.32
897,133772,1517382000.0,0,0,0,0,4,5,0,0,5,0,0,0,0,14,2,7,1,5,57,0.0,0.0,0,5572.53,1043.0,0.0,0.0,662.04,0.0,0.0,0.0,0.0,3874.53,210.0,1151.48,55.55,662.04,2669.6
898,133772,1519801200.0,0,0,0,0,3,3,0,0,5,0,0,0,0,13,2,6,1,5,79,0.0,0.0,0,7481.03,801.55,0.0,0.0,662.97,0.0,0.0,0.0,0.0,3542.48,284.36,1040.83,55.55,662.97,2836.59
899,133772,1522476000.0,0,2,0,0,3,5,0,0,5,0,2,0,0,12,1,9,1,5,100,2100.0,0.0,0,7102.49,3059.21,0.0,0.0,662.97,0.0,200.0,0.0,0.0,3450.63,285.91,1972.55,55.55,662.97,5442.02
900,133772,1525068000.0,0,0,0,0,3,3,0,0,5,0,0,0,0,12,1,1,1,5,77,0.0,0.0,0,5906.27,1352.53,0.0,0.0,662.96,0.0,0.0,0.0,0.0,3884.02,220.5,173.25,55.55,662.96,3164.9
901,133772,1527746400.0,0,0,0,0,3,4,0,0,6,0,0,0,0,12,1,4,1,6,80,0.0,0.0,0,7266.34,1251.7,0.0,0.0,682.06,0.0,0.0,0.0,0.0,3433.12,257.25,892.3,55.55,682.06,3089.84
902,133772,1530338400.0,0,0,0,0,4,4,0,0,6,0,2,0,0,13,9,1,0,6,72,0.0,0.0,0,11888.2,1487.06,0.0,0.0,968.69,0.0,200.0,0.0,0.0,3700.44,1736.4,20.0,0.0,968.69,3096.33
903,133772,1533016800.0,0,2,0,0,3,3,0,0,5,0,0,0,0,12,6,7,0,5,96,1480.0,0.0,0,9535.41,2332.5,0.0,0.0,663.46,0.0,0.0,0.0,0.0,3762.02,1478.93,3004.27,0.0,663.46,6685.01
904,133772,1535695200.0,0,1,0,0,3,2,0,0,5,0,0,0,0,13,0,0,0,5,110,465.0,0.0,0,9271.99,1008.72,0.0,0.0,664.09,0.0,0.0,0.0,0.0,3770.72,0.0,0.0,0.0,664.09,5749.05
905,133772,1538287200.0,0,1,0,0,3,1,0,1,4,0,0,0,0,14,9,0,0,4,98,540.0,0.0,0,9220.89,1000.0,0.0,757.5,650.78,0.0,0.0,0.0,0.0,3959.8,3459.84,0.0,0.0,650.78,4724.03
906,133772,1540965600.0,0,2,0,0,3,0,0,4,6,0,1,0,0,21,2,0,0,6,126,740.0,0.0,0,9817.38,0.0,0.0,2602.5,683.97,0.0,200.0,0.0,0.0,5130.45,1157.5,0.0,0.0,683.97,7105.65
907,133772,1543561200.0,0,0,0,0,6,0,0,7,8,0,1,0,0,32,2,10,0,8,169,0.0,0.0,0,17458.41,0.0,0.0,2382.77,1296.92,0.0,100.0,0.0,0.0,6645.35,150.0,4238.74,0.0,1296.92,6692.39
908,133772,1546239600.0,0,0,0,0,3,1,0,0,5,0,0,0,0,18,2,1,0,5,96,0.0,0.0,0,7820.58,2000.0,0.0,0.0,665.24,0.0,0.0,0.0,0.0,4517.8,2150.0,60.0,0.0,665.24,3315.36
909,133772,1548918000.0,0,0,0,0,3,3,0,6,5,0,0,0,0,17,5,0,0,5,62,0.0,0.0,0,5664.35,2000.0,0.0,1385.25,665.23,0.0,0.0,0.0,0.0,3868.27,2538.7,0.0,0.0,665.23,2144.04
910,133772,1551337200.0,0,1,0,0,3,1,0,4,5,1,3,0,0,15,2,12,0,5,75,165.0,0.0,0,8497.74,42.0,0.0,903.0,665.24,83.98,220.0,0.0,0.0,4475.24,170.0,2043.0,0.0,665.24,2779.49
911,133776,1461996000.0,0,4,0,0,8,0,1,1,9,35,10,0,0,4,0,8,2,9,127,346.5,0.0,0,10790.43,0.0,91.0,3000.0,1725.57,1037.18,693.0,0.0,0.0,993.26,0.0,1500.0,6000.0,1725.57,5985.75
912,133776,1464674400.0,0,3,0,0,5,2,4,0,12,42,13,0,0,4,0,12,1,12,141,264.5,0.0,0,2387.29,145.0,189.23,0.0,2021.92,1059.89,681.0,0.0,0.0,993.26,0.0,6764.23,99.59,2021.92,3618.76
913,133776,1467266400.0,0,1,0,0,6,1,2,1,12,48,5,0,0,3,0,10,2,12,122,44.5,0.0,0,8912.79,70.0,235.0,53.94,2158.52,1895.74,172.5,0.0,0.0,661.74,0.0,2945.0,107.88,2158.52,4362.17
914,133776,1469944800.0,0,0,0,0,6,0,8,0,14,48,0,0,0,4,0,15,0,14,122,0.0,0.0,0,6034.3,0.0,660.0,0.0,2740.66,1334.53,0.0,0.0,0.0,993.26,0.0,2875.0,0.0,2740.66,3258.78
915,133776,1472623200.0,0,2,2,0,5,1,7,1,12,39,6,0,0,4,0,13,2,12,105,148.0,610.0,0,5299.03,150.0,1115.0,47.73,2166.28,945.98,296.0,0.0,0.0,993.26,0.0,2647.96,95.46,2166.28,2343.12
916,133776,1475215200.0,0,1,0,0,7,2,6,1,12,63,2,0,0,4,0,15,2,12,137,120.0,0.0,0,6928.02,162.74,274.0,110.9,2126.66,1371.44,240.0,0.0,0.0,993.26,0.0,2769.0,221.8,2126.66,2844.07
917,133776,1477893600.0,0,0,0,0,6,2,5,0,12,36,2,0,0,4,0,16,0,12,89,0.0,0.0,0,10547.55,45.0,500.0,0.0,2038.14,757.61,104.45,0.0,0.0,993.26,0.0,3490.0,0.0,2038.14,2036.3
918,133776,1480489200.0,0,1,1,0,6,2,3,1,12,41,3,0,0,3,0,9,2,12,96,24.5,200.0,0,5637.95,80.0,204.0,81.38,2160.08,1622.03,49.0,0.0,0.0,828.15,0.0,3639.0,162.76,2160.08,3593.56
919,133776,1483167600.0,0,4,0,0,8,4,4,0,12,63,11,0,0,4,0,16,1,12,144,1315.68,0.0,0,9769.57,411.0,240.0,0.0,2503.89,3119.42,552.45,0.0,0.0,993.26,0.0,3881.0,44.97,2503.89,6337.76
920,133776,1485846000.0,0,2,0,0,7,0,3,0,13,27,8,0,0,4,0,15,0,13,69,88.0,0.0,0,6976.5,0.0,250.0,0.0,2018.17,699.95,280.5,0.0,0.0,993.26,0.0,2590.0,0.0,2018.17,2025.25
921,133776,1488265200.0,0,3,1,0,6,1,5,0,13,34,12,0,0,3,0,12,1,13,97,109.41,523.27,0,6370.77,100.0,585.0,0.0,2022.38,1026.41,486.76,0.0,0.0,661.74,0.0,3885.0,46.03,2022.38,2909.75
922,133776,1490940000.0,0,2,2,0,6,1,4,0,15,40,7,0,0,3,0,11,2,15,137,554.91,690.05,0,8847.05,16.0,440.0,0.0,2324.52,1034.57,615.65,0.0,0.0,661.74,0.0,3180.0,86.38,2324.52,3058.99
923,133776,1493532000.0,0,3,2,0,6,6,0,0,13,31,18,0,0,4,11,3,0,13,93,270.0,963.28,0,4595.37,502.0,0.0,0.0,2027.43,586.03,955.0,0.0,0.0,973.67,1324.0,1180.0,0.0,2027.43,2064.56
924,133776,1496210400.0,0,0,1,0,6,9,0,0,14,39,6,0,0,4,23,0,0,14,104,0.0,500.47,0,8128.48,1055.0,0.0,0.0,2194.77,982.41,408.5,0.0,0.0,993.26,5035.0,0.0,0.0,2194.77,2408.12
925,133776,1498802400.0,0,3,3,0,8,3,0,0,12,44,28,0,0,4,11,1,0,12,141,915.36,1740.94,0,10418.46,610.0,0.0,0.0,2050.48,1340.89,1355.75,0.0,0.0,993.26,4770.0,1150.0,0.0,2050.48,4109.81
926,133776,1501480800.0,0,5,0,0,4,8,0,1,12,34,19,0,0,3,14,0,0,12,107,629.26,0.0,0,4599.39,1630.0,0.0,20.0,1544.87,926.49,724.25,0.0,0.0,828.15,3135.0,0.0,0.0,1544.87,2503.18
927,133776,1504159200.0,0,1,0,0,5,2,0,2,15,25,5,0,0,3,9,3,2,15,70,104.0,0.0,0,7792.11,280.0,0.0,143.29,2685.98,470.3,233.1,0.0,0.0,840.31,1600.0,1800.0,86.58,2685.98,1319.58
